tension,resonance,longevity,quality
5.2345,17.12798,10/06/2026,6
0.0645,10.0116863,30/09/2021,0
0.0645,10.0116863,28/09/2021,0
5.2345,17.8816863,11/06/2021,6
0.0645,10.03286,14/09/2021,0
0.0645,9.33286,12/08/2023,0
5.2345,2.83286,08/06/2021,6
0.0645,10.001,14/09/2021,0
0.9645,10.801,12/10/2021,0
5.2345,17.931,08/06/2024,6
0.0645,9.91674,16/09/2021,0
0.0645,7.81674,14/08/2025,0
5.2345,2.48674,10/06/2020,6
0.0645,9.91674,30/09/2021,0
0.0645,9.91674,28/10/2021,0
5.2345,17.05674,11/06/2016,6
0.0645,9.91649,14/09/2021,0
0.0645,9.91649,12/09/2021,0
5.2345,2.67649,08/06/2024,6
0.064536,10,14/09/2021,4
0.064536,15.3,12/08/2017,4
5.234536,2.95,08/06/2022,1
0.064536,10,16/09/2021,4
0.064536,10,14/10/2021,4
5.234536,2.81,10/06/2022,1
0.064536,10,30/09/2021,4
0.1,12.1,28/09/2021,4
5.234536,17.15,11/06/2025,1
0.0646,9.99729,14/09/2021,0
0.0646,9.99729,12/09/2021,0
5.2346,2.74729,08/06/2017,6
0.0646,10.04908,14/09/2021,0
0.0646,10.04908,12/10/2021,0
5.2346,17.18908,08/06/2018,6
0.0647,9.90688,16/09/2021,0
0.0647,12.40688,14/08/2019,0
5.2347,17.22688,10/06/2022,6
0.0647,10.015026,30/09/2021,0
0.0647,10.015026,28/09/2021,0
5.2347,2.745026,11/06/2017,6
0.0647,10.00141,14/09/2021,0
0.0647,13.70141,12/09/2021,0
5.2347,17.71141,08/06/2017,6
0.0647,10.00141,14/09/2021,0
0.0647,10.00141,12/09/2021,0
5.2347,17.54141,08/06/2020,6
0.0647,9.99645,16/09/2021,0
0.0647,9.99645,14/10/2021,0
5.2347,17.28645,10/06/2025,6
0.0648,9.89458,30/09/2021,0
0.0648,9.89458,28/08/2021,0
5.2348,17.03458,11/06/2016,6
0.0648,9.99555,14/09/2021,0
0.1,5.09555,12/09/2022,0
5.2348,17.05555,08/06/2022,6
0.0648,9.99912,14/09/2021,0
0.0648,9.99912,12/09/2024,0
5.2348,17.55912,08/06/2024,6
0.0649,9.9947,16/09/2021,0
0.0649,9.9947,14/08/2018,0
5.2349,2.6747,10/06/2019,6
0.064995,9.90069,30/09/2021,0
0.1,9.90069,28/09/2021,0
5.234995,2.41069,11/06/2021,6
0.064995,9.90069,14/09/2021,0
0.064995,6.40069,12/09/2024,0
5.234995,2.59069,08/06/2025,6
0.064995,9.90069,14/09/2021,0
0.064995,9.90069,12/08/2021,0
5.234995,17.32069,08/06/2021,6
0.064999,9.99394,16/09/2021,0
0.1,13.29394,14/09/2022,0
5.234999,2.36394,10/06/2025,6
0.064999,9.99394,30/09/2021,0
0.064999,8.09394,28/08/2017,1
5.234999,2.58394,11/06/2025,6
0.065,10.0945,14/09/2021,0
0.265,12.8945,12/09/2021,0
5.235,17.2645,08/06/2016,6
0.065,10.0945,14/09/2021,0
0.1,7.2945,12/09/2021,0
5.235,17.3245,08/06/2016,6
0.065,9.8353141,16/09/2021,0
0.065,9.8353141,14/09/2017,0
5.235,2.2253141,10/06/2018,6
0.065,10,30/09/2021,1
1.165,12.7,28/10/2017,1
5.235,2.39,11/06/2022,7
0.065,10,14/09/2021,1
0.065,12.4,12/10/2021,2
5.235,2.6,08/06/2026,7
0.065,10,14/09/2021,1
0.1,9.4,12/09/2021,1
5.235,17.88,08/06/2024,7
0.065,9.99395,16/09/2021,0
2.565,9.99395,14/08/2023,0
5.235,17.76395,10/06/2025,6
0.065,9.99394,30/09/2021,0
0.065,8.69394,28/08/2025,0
5.235,17.45394,11/06/2016,6
0.065,10.08539,14/09/2021,2
0.065,10.08539,12/09/2021,3
5.235,2.64539,08/06/2021,8
0.065,10.10723,14/09/2021,0
0.065,10.10723,12/09/2021,0
5.235,2.31723,08/06/2022,6
0.065,9.93642,16/09/2021,0
0.065,9.93642,14/10/2023,0
5.235,2.48642,10/06/2022,6
0.065,10.03333,30/09/2021,0
0.1,5.63333,28/09/2018,0
5.235,2.25333,11/06/2020,6
0.065,9.90459,14/09/2021,0
3.665,15.40459,12/09/2021,0
5.235,17.86459,08/06/2022,6
0.065,10.04294,14/09/2021,0
0.1,14.14294,12/09/2021,0
5.235,17.29294,08/06/2021,6
0.065,10.0164,16/09/2021,0
0.1,10.0164,14/09/2023,1
5.235,2.5264,10/06/2021,6
0.065,10.26125,30/09/2021,0
0.065,5.76125,28/08/2022,1
5.235,2.49125,11/06/2018,6
0.065,9.88381,14/09/2021,0
0.065,9.88381,12/09/2021,0
5.235,17.80381,08/06/2016,6
0.065,10.02998,14/09/2021,0
0.1,10.02998,12/09/2022,0
5.235,17.49998,08/06/2019,6
0.065,9.88381,16/09/2021,0
0.465,9.88381,14/10/2019,0
5.235,2.43381,10/06/2016,6
0.065005,9.81161,30/09/2021,0
0.065005,11.51161,28/10/2018,0
5.235005,2.46161,11/06/2022,6
0.065005,9.81161,14/09/2021,0
0.065005,13.41161,12/09/2021,0
5.235005,2.51161,08/06/2023,6
0.065025,10.05003,14/09/2021,0
0.065025,10.05003,12/09/2022,0
5.235025,2.26003,08/06/2021,6
0.0652,10.08822,16/09/2021,0
0.0652,11.18822,14/09/2025,1
5.2352,2.28822,10/06/2020,6
0.0652,10.08822,30/09/2021,0
2.0652,13.78822,28/08/2018,1
5.2352,2.80822,11/06/2022,6
0.0652,10.08822,14/09/2021,0
0.1,10.08822,12/08/2021,1
5.2352,3.00822,08/06/2021,6
0.0653,10.2825,14/09/2021,0
0.0653,13.0825,12/10/2024,1
5.2353,17.8225,08/06/2016,6
0.0653,10.2825,16/09/2021,0
0.1,5.3825,14/09/2019,1
5.2353,17.9925,10/06/2016,6
0.0653,10.04771,30/09/2021,0
0.6653,10.04771,28/09/2021,0
5.2353,17.19771,11/06/2019,6
0.0654,9.99495,14/09/2021,0
0.0654,6.69495,12/09/2019,0
5.2354,17.06495,08/06/2026,6
0.0654,9.90786,14/09/2021,0
0.0654,7.10786,12/09/2019,1
5.2354,17.69786,08/06/2025,6
0.065486,10.11949,16/09/2021,0
0.065486,10.11949,14/10/2021,0
5.235486,3.11949,10/06/2022,6
0.065486,10.11949,30/09/2021,0
0.065486,5.91949,28/09/2021,0
5.235486,2.47949,11/06/2017,6
0.065494,9.88279,14/09/2021,0
0.065494,7.68279,12/08/2021,0
5.235494,2.04279,08/06/2019,6
0.065494,9.88396,14/09/2021,0
0.1,15.08396,12/08/2021,0
5.235494,2.71396,08/06/2024,6
0.065494,9.88396,16/09/2021,0
0.065494,9.88396,14/10/2021,0
5.235494,2.67396,10/06/2020,6
0.0655,10.0669,30/09/2021,0
1.5655,10.0669,28/09/2021,0
5.2355,2.9269,11/06/2022,6
0.0655,10.0669,14/09/2021,0
0.0655,4.8669,12/09/2024,0
5.2355,17.2069,08/06/2024,6
0.0655,10.21604,14/09/2021,0
2.0655,10.21604,12/10/2020,0
5.2355,17.55604,08/06/2023,6
0.0655,9.96463,16/09/2021,0
0.6655,9.96463,14/08/2021,0
5.2355,17.44463,10/06/2016,6
0.0655,9.96463,30/09/2021,0
0.0655,9.96463,28/09/2021,1
5.2355,17.91463,11/06/2020,6
0.0655,10.02428,14/09/2021,0
0.1,10.02428,12/08/2021,0
5.2355,17.94428,08/06/2026,6
0.0655,9.87795,14/09/2021,0
0.0655,13.17795,12/09/2017,1
5.2355,17.31795,08/06/2018,6
0.0655,10.0462,16/09/2021,0
0.0655,14.9462,14/08/2022,0
5.2355,17.7662,10/06/2018,6
0.0655,10.03968,30/09/2021,0
0.1,5.03968,28/09/2021,0
5.2355,17.07968,11/06/2021,6
0.0655,9.98368,14/09/2021,0
2.0655,14.48368,12/09/2021,1
5.2355,2.40368,08/06/2021,6
0.0655,9.98368,14/09/2021,0
0.0655,10.38368,12/10/2018,0
5.2355,17.41368,08/06/2023,6
0.0656,9.98513,16/09/2021,0
0.1,9.98513,14/10/2022,0
5.2356,2.95513,10/06/2025,6
0.0657,9.92727,30/09/2021,0
0.0657,6.22727,28/08/2021,0
5.2357,2.35727,11/06/2022,6
0.0657,9.92727,14/09/2021,0
0.0657,9.92727,12/08/2023,0
5.2357,17.68727,08/06/2024,6
0.0657,9.92727,14/09/2021,0
0.0657,4.62727,12/08/2022,0
5.2357,17.44727,08/06/2022,6
0.0657,10,16/09/2021,0
3.2657,10,14/09/2025,0
5.2357,17.89,10/06/2024,6
0.0657,10,30/09/2021,0
3.3657,10,28/08/2019,0
5.2357,2.79,11/06/2019,6
0.0657,10,14/09/2021,0
0.5657,10,12/09/2025,0
5.2357,2.92,08/06/2024,6
0.0657,10,14/09/2021,0
0.1,10,12/08/2023,0
5.2357,2.43,08/06/2017,6
0.0657,10,16/09/2021,0
0.0657,10,14/10/2022,0
5.2357,2.39,10/06/2017,6
0.0657,10,30/09/2021,0
0.1,10.8,28/10/2017,0
5.2357,2.56,11/06/2022,6
0.0657,10,14/09/2021,0
0.0657,5.6,12/10/2021,1
5.2357,17.18,08/06/2026,6
0.0657,9.92711,14/09/2021,0
0.0657,9.92711,12/10/2018,0
5.2357,17.49711,08/06/2019,6
0.0657,10.02299,16/09/2021,0
0.0657,10.02299,14/09/2017,0
5.2357,17.97299,10/06/2025,6
0.065775,10.15968,30/09/2021,0
0.1,10.15968,28/09/2021,0
5.235775,17.68968,11/06/2019,6
0.065775,10.15968,14/09/2021,0
3.665775,10.15968,12/09/2021,1
5.235775,17.32968,08/06/2021,6
0.0658,10.17811,14/09/2021,1
3.5658,10.97811,12/08/2023,1
5.2358,17.51811,08/06/2021,7
0.0658,10.17811,16/09/2021,1
0.0658,13.67811,14/10/2023,1
5.2358,2.79811,10/06/2024,7
0.0658,10.02481,30/09/2021,0
0.1,10.02481,28/08/2021,0
5.2358,2.84481,11/06/2021,6
0.0658,10.02481,14/09/2021,0
1.8658,10.02481,12/09/2019,0
5.2358,2.28481,08/06/2016,6
0.0658,10.02499,14/09/2021,0
0.0658,10.02499,12/09/2021,0
5.2358,17.71499,08/06/2016,6
0.0658,10.02499,16/09/2021,0
0.0658,10.02499,14/10/2021,0
5.2358,2.60499,10/06/2025,6
0.06585,10.0334,30/09/2021,0
0.06585,9.4334,28/09/2022,0
5.23585,17.7834,11/06/2026,6
0.065878,9.92,14/09/2021,0
0.1,7.42,12/09/2021,0
5.235878,17.04,08/06/2024,6
0.065878,9.92,14/09/2021,0
3.465878,9.92,12/08/2021,1
5.235878,2.44,08/06/2025,6
0.066,10.08036,16/09/2021,4
1.366,14.58036,14/08/2021,5
5.236,2.21036,10/06/2022,1
0.066,10.08036,30/09/2021,4
0.1,10.08036,28/09/2025,4
5.236,2.22036,11/06/2016,1
0.066,10.08036,14/09/2021,4
0.066,8.88036,12/09/2017,4
5.236,2.47036,08/06/2016,1
0.066,10.08036,14/09/2021,4
0.066,9.58036,12/09/2021,4
5.236,2.55036,08/06/2026,1
0.066,10.08036,16/09/2021,4
0.1,10.08036,14/08/2021,4
5.236,17.97036,10/06/2024,1
0.066,10.08036,30/09/2021,4
0.1,10.08036,28/09/2018,4
5.236,17.87036,11/06/2021,1
0.066,10.11053,14/09/2021,1
1.466,9.81053,12/08/2021,1
5.236,2.87053,08/06/2020,7
0.066,9.91511,14/09/2021,0
1.366,9.91511,12/10/2021,0
5.236,17.30511,08/06/2023,6
0.066,9.91511,16/09/2021,0
0.466,9.91511,14/08/2021,0
5.236,2.86511,10/06/2024,6
0.066,9.91511,30/09/2021,0
2.066,9.91511,28/08/2022,0
5.236,2.78511,11/06/2023,6
0.066,9.97442,14/09/2021,0
0.1,9.97442,12/09/2025,1
5.236,17.62442,08/06/2022,6
0.066,9.9744,14/09/2021,0
0.066,15.3744,12/08/2024,0
5.236,2.2544,08/06/2018,6
0.066,9.9744,16/09/2021,0
0.1,9.9744,14/09/2021,0
5.236,17.0444,10/06/2021,6
0.066,9.9744,30/09/2021,0
0.066,9.9744,28/10/2021,1
5.236,17.5544,11/06/2017,6
0.066,9.9744,14/09/2021,0
1.366,9.9744,12/10/2021,0
5.236,2.1444,08/06/2021,6
0.066,9.98296,14/09/2021,0
0.066,9.98296,12/09/2025,0
5.236,17.63296,08/06/2026,6
0.066,10.26542,16/09/2021,0
0.066,10.26542,14/09/2025,0
5.236,2.50542,10/06/2024,6
0.066,10.03927,30/09/2021,0
0.066,10.03927,28/10/2021,1
5.236,2.46927,11/06/2026,6
0.066,10.03927,14/09/2021,0
0.066,10.03927,12/10/2018,1
5.236,17.85927,08/06/2025,6
0.066,10.03927,14/09/2021,0
0.066,13.43927,12/09/2024,1
5.236,2.99927,08/06/2023,6
0.066003,9.915,16/09/2021,0
1.666003,9.915,14/10/2019,1
5.236003,17.145,10/06/2018,6
0.0661,9.88418,30/09/2021,0
0.2661,7.58418,28/08/2021,0
5.2361,1.92418,11/06/2024,6
0.0661,10.03782,14/09/2021,0
2.1661,10.03782,12/09/2025,0
5.2361,2.23782,08/06/2017,6
0.0661,10.03782,14/09/2021,0
0.1,7.13782,12/09/2025,0
5.2361,2.87782,08/06/2017,6
0.0662,10.03704,16/09/2021,0
0.0662,10.03704,14/09/2021,0
5.2362,17.50704,10/06/2021,6
0.0662,10.03704,30/09/2021,0
0.0662,10.03704,28/08/2021,1
5.2362,2.18704,11/06/2024,6
0.0663,10,14/09/2021,2
0.0663,4.9,12/09/2020,2
5.2363,2.05,08/06/2022,8
0.0663,10,14/09/2021,2
2.8663,10,12/08/2023,2
5.2363,2.3,08/06/2018,8
0.0663,10,16/09/2021,2
0.1,10,14/10/2018,2
5.2363,17.95,10/06/2020,8
0.0663,10,30/09/2021,2
0.0663,10,28/09/2017,2
5.2363,2.88,11/06/2017,8
0.0663,10,14/09/2021,2
0.1,9.6,12/09/2021,2
5.2363,17.28,08/06/2017,8
0.0663,10,14/09/2021,2
0.0663,10,12/09/2021,3
5.2363,17.41,08/06/2018,8
0.0663,10,16/09/2021,2
3.5663,10,14/09/2018,2
5.2363,17.72,10/06/2024,8
0.0663,10,30/09/2021,2
0.1,10.2,28/09/2021,2
5.2363,17.38,11/06/2026,8
0.0663,10,14/09/2021,2
1.5663,10.3,12/08/2021,2
5.2363,2.86,08/06/2017,8
0.0663,10,14/09/2021,2
0.1,10,12/10/2018,2
5.2363,2.29,08/06/2020,8
0.0663,10.28764,16/09/2021,0
0.0663,7.68764,14/09/2023,0
5.2363,2.95764,10/06/2019,6
0.066409,10,30/09/2021,2
0.066409,5.2,28/09/2025,2
5.236409,17.71,11/06/2026,8
0.066463,10,14/09/2021,0
0.1,8.4,12/09/2021,0
5.236463,2.09,08/06/2021,6
0.066463,10,14/09/2021,0
0.1,10.4,12/09/2021,0
5.236463,2.13,08/06/2019,6
0.066487,10.16422,16/09/2021,1
0.066487,5.66422,14/09/2017,1
5.236487,2.64422,10/06/2019,7
0.066487,10.16422,30/09/2021,1
1.066487,10.16422,28/09/2021,1
5.236487,2.52422,11/06/2023,7
0.0665,10.02988,14/09/2021,0
0.1,10.02988,12/10/2021,0
5.2365,17.60988,08/06/2023,6
0.066701,10.011,14/09/2021,0
0.066701,10.011,12/10/2024,0
5.236701,17.961,08/06/2019,6
0.066701,10.011,16/09/2021,0
0.066701,10.011,14/10/2017,0
5.236701,17.871,10/06/2024,6
0.066715,10.0100159,30/09/2021,0
3.266715,14.9100159,28/10/2022,1
5.236715,17.7200159,11/06/2021,6
0.0668,10.00353,14/09/2021,0
0.0668,6.00353,12/09/2023,0
5.2368,17.44353,08/06/2019,6
0.0668,10.29234,14/09/2021,0
0.0668,10.29234,12/09/2021,1
5.2368,2.46234,08/06/2017,6
0.0668,9.88232,16/09/2021,0
2.2668,12.78232,14/10/2021,0
5.2368,2.08232,10/06/2017,6
0.0668,9.88232,30/09/2021,0
0.1,5.28232,28/09/2021,0
5.2368,2.26232,11/06/2021,6
0.06686,10,14/09/2021,0
0.06686,6.6,12/09/2020,0
5.23686,17.82,08/06/2020,6
0.066861,10,14/09/2021,0
0.066861,8.3,12/09/2021,1
5.236861,17.86,08/06/2023,6
0.0669,10,16/09/2021,2
0.0669,10,14/08/2025,3
5.2369,17.28,10/06/2019,8
0.0669,10,30/09/2021,2
0.0669,4.7,28/09/2021,2
5.2369,17.09,11/06/2016,8
0.0669,10,14/09/2021,2
0.9669,9.6,12/10/2021,2
5.2369,17.42,08/06/2021,8
0.0669,10.01595,14/09/2021,0
0.1,10.01595,12/09/2021,0
5.2369,17.11595,08/06/2020,6
0.0669,10.01595,16/09/2021,0
1.9669,6.41595,14/10/2021,1
5.2369,17.95595,10/06/2018,6
0.066928,10.16731,30/09/2021,0
0.066928,13.66731,28/10/2021,1
5.236928,2.91731,11/06/2022,6
0.067,9.92582,14/09/2021,0
0.067,10.32582,12/10/2017,1
5.237,2.82582,08/06/2016,6
0.067,9.92582,14/09/2021,0
0.1,9.92582,12/09/2021,0
5.237,17.06582,08/06/2017,6
0.067,9.92582,16/09/2021,0
0.1,9.92582,14/09/2021,0
5.237,17.41582,10/06/2017,6
0.067,9.92582,30/09/2021,0
0.1,6.32582,28/10/2021,0
5.237,2.84582,11/06/2022,6
0.067,9.92582,14/09/2021,0
0.067,9.92582,12/09/2024,0
5.237,17.27582,08/06/2020,6
0.067,9.92582,14/09/2021,0
1.267,9.92582,12/09/2024,1
5.237,17.60582,08/06/2025,6
0.067,10.18957,16/09/2021,3
0.1,6.88957,14/10/2021,3
5.237,17.50957,10/06/2023,9
0.067,10.18957,30/09/2021,3
2.967,15.18957,28/08/2021,3
5.237,17.79957,11/06/2016,9
0.067,10.18957,14/09/2021,3
0.067,10.18957,12/09/2018,3
5.237,17.26957,08/06/2023,9
0.067,9.97575,14/09/2021,0
0.067,9.97575,12/08/2025,0
5.237,2.94575,08/06/2026,6
0.067,9.96771,16/09/2021,0
0.067,14.46771,14/08/2018,0
5.237,17.45771,10/06/2019,6
0.067,9.96723,30/09/2021,0
0.067,12.16723,28/09/2019,0
5.237,17.29723,11/06/2025,6
0.0671,9.91906,14/09/2021,0
0.6671,8.11906,12/10/2021,1
5.2371,17.81906,08/06/2016,6
0.0671,9.91906,14/09/2021,0
0.1,9.91906,12/09/2021,0
5.2371,17.47906,08/06/2016,6
0.0671,9.91906,16/09/2021,0
0.0671,6.71906,14/08/2021,0
5.2371,2.52906,10/06/2020,6
0.0671,9.91906,30/09/2021,0
0.0671,9.91906,28/10/2021,0
5.2371,2.86906,11/06/2023,6
0.0671,9.91906,14/09/2021,0
0.0671,9.91906,12/09/2021,0
5.2371,2.06906,08/06/2016,6
0.0671,9.91906,14/09/2021,0
0.0671,15.51906,12/10/2021,0
5.2371,2.10906,08/06/2019,6
0.0672,9.83132,16/09/2021,0
2.8672,9.83132,14/08/2021,1
5.2372,17.50132,10/06/2019,6
0.0672,9.83132,30/09/2021,0
3.1672,13.73132,28/09/2022,0
5.2372,2.51132,11/06/2026,6
0.067285,9.93897,14/09/2021,0
0.667285,9.93897,12/10/2025,1
5.237285,17.28897,08/06/2016,6
0.067292,9.8207,14/09/2021,0
0.067292,9.8207,12/10/2019,1
5.237292,2.0207,08/06/2025,6
0.067292,9.82083,16/09/2021,0
0.067292,9.82083,14/08/2021,0
5.237292,17.73083,10/06/2019,6
0.067292,9.82083,30/09/2021,0
0.1,9.82083,28/10/2023,0
5.237292,1.86083,11/06/2024,6
0.067292,9.8207,14/09/2021,0
2.367292,9.8207,12/09/2022,0
5.237292,16.8707,08/06/2019,6
0.067292,9.82083,14/09/2021,0
0.1,9.82083,12/08/2022,1
5.237292,17.60083,08/06/2026,6
0.067292,9.82083,16/09/2021,0
0.067292,6.92083,14/09/2021,1
5.237292,16.84083,10/06/2024,6
0.0673,10.00306,30/09/2021,0
0.1,10.00306,28/09/2025,1
5.2373,2.54306,11/06/2024,6
0.0673,10.00306,14/09/2021,0
0.1,10.00306,12/10/2018,1
5.2373,2.44306,08/06/2023,6
0.0673,10.00306,14/09/2021,0
0.0673,10.00306,12/09/2022,0
5.2373,17.17306,08/06/2018,6
0.0673,10.00306,16/09/2021,0
0.0673,10.00306,14/10/2021,0
5.2373,2.82306,10/06/2018,6
0.0673,9.93797,30/09/2021,0
0.0673,11.23797,28/10/2019,1
5.2373,17.21797,11/06/2019,6
0.0673,9.93797,14/09/2021,0
1.0673,9.93797,12/08/2023,0
5.2373,17.35797,08/06/2023,6
0.0673,9.93797,14/09/2021,0
0.1,9.93797,12/09/2019,1
5.2373,2.86797,08/06/2023,6
0.0673,9.92414,16/09/2021,0
2.1673,5.32414,14/10/2021,0
5.2373,2.73414,10/06/2023,6
0.06732,10.005,30/09/2021,0
0.06732,6.805,28/10/2021,0
5.23732,17.925,11/06/2017,6
0.06735,10.03636,14/09/2021,0
0.06735,15.43636,12/08/2021,1
5.23735,2.41636,08/06/2016,6
0.067391,10,14/09/2021,0
0.067391,10,12/09/2022,0
5.237391,17.12,08/06/2020,6
0.067492,9.81379,16/09/2021,0
0.1,8.41379,14/09/2021,0
5.237492,2.70379,10/06/2023,6
0.067492,9.81379,30/09/2021,0
2.867492,9.81379,28/10/2022,0
5.237492,17.59379,11/06/2021,6
0.0675,10.19677,14/09/2021,0
3.2675,10.19677,12/09/2021,1
5.2375,2.24677,08/06/2018,6
0.0675,10.05201,14/09/2021,0
0.0675,10.05201,12/09/2021,1
5.2375,2.15201,08/06/2018,6
0.0675,10.08451,16/09/2021,0
0.0675,8.88451,14/10/2019,0
5.2375,2.54451,10/06/2024,6
0.0675,10.08764,30/09/2021,0
0.1,10.08764,28/10/2024,0
5.2375,2.14764,11/06/2021,6
0.0675,10.05114,14/09/2021,0
0.0675,10.05114,12/09/2021,1
5.2375,2.71114,08/06/2016,6
0.0676,10.06957,14/09/2021,1
0.0676,8.76957,12/09/2021,1
5.2376,2.25957,08/06/2019,7
0.06765,10.11336,16/09/2021,0
0.06765,12.41336,14/08/2021,0
5.23765,17.48336,10/06/2019,6
0.0677,10.10981,30/09/2021,0
0.0677,10.10981,28/10/2024,0
5.2377,17.89981,11/06/2018,6
0.0677,9.83732,14/09/2021,0
0.0677,8.53732,12/08/2021,1
5.2377,1.86732,08/06/2025,6
0.0677,9.94766,14/09/2021,0
0.0677,9.94766,12/09/2018,1
5.2377,17.22766,08/06/2024,6
0.0677,10.27786,16/09/2021,0
0.0677,10.27786,14/09/2024,0
5.2377,18.15786,10/06/2023,6
0.0677,10.27786,30/09/2021,0
0.0677,10.27786,28/08/2020,0
5.2377,3.04786,11/06/2018,6
0.0678,9.86031,14/09/2021,0
0.1,9.86031,12/08/2021,0
5.2378,17.03031,08/06/2023,6
0.067849,10.20236,14/09/2021,0
3.167849,9.20236,12/08/2019,0
5.237849,17.81236,08/06/2023,6
0.0679,9.86516,16/09/2021,0
0.0679,10.26516,14/09/2021,0
5.2379,2.44516,10/06/2022,6
0.0679,9.86516,30/09/2021,0
0.0679,9.86516,28/09/2024,0
5.2379,2.45516,11/06/2018,6
0.0679,9.86516,14/09/2021,0
0.0679,9.86516,12/10/2021,0
5.2379,17.45516,08/06/2021,6
0.0679,9.82468,14/09/2021,0
3.3679,15.32468,12/09/2019,0
5.2379,2.30468,08/06/2019,6
0.0679,9.82468,16/09/2021,0
0.0679,12.52468,14/08/2020,0
5.2379,1.85468,10/06/2020,6
0.0679,9.83945,30/09/2021,0
0.3679,9.23945,28/10/2021,0
5.2379,16.84945,11/06/2020,6
0.067999,10.02134,14/09/2021,3
0.1,10.02134,12/09/2021,3
5.237999,18.00134,08/06/2018,9
0.067999,10.02202,14/09/2021,3
0.1,10.02202,12/08/2024,3
5.237999,2.40202,08/06/2018,9
0.068,10.14728,16/09/2021,1
0.1,10.14728,14/10/2021,2
5.238,17.68728,10/06/2020,7
0.068,9.89064,30/09/2021,0
0.1,4.29064,28/09/2021,0
5.238,2.28064,11/06/2024,6
0.068,9.89064,14/09/2021,0
0.068,9.89064,12/10/2017,0
5.238,17.21064,08/06/2016,6
0.068,9.87659,14/09/2021,0
0.1,9.87659,12/10/2019,0
5.238,17.36659,08/06/2022,6
0.068,9.87659,16/09/2021,0
0.068,9.87659,14/09/2020,0
5.238,17.57659,10/06/2025,6
0.068,10.14895,30/09/2021,2
0.068,10.14895,28/09/2021,2
5.238,17.31895,11/06/2026,8
0.068,10.02202,14/09/2021,3
0.068,10.02202,12/09/2021,3
5.238,17.11202,08/06/2017,9
0.068,10.02224,14/09/2021,3
0.068,8.22224,12/10/2021,3
5.238,2.15224,08/06/2022,9
0.068,10.03356,16/09/2021,0
2.068,10.03356,14/09/2021,0
5.238,17.25356,10/06/2020,6
0.068,10.01276,30/09/2021,1
3.168,15.21276,28/09/2021,1
5.238,2.17276,11/06/2017,7
0.068,10.01276,14/09/2021,1
0.468,7.81276,12/09/2025,1
5.238,2.59276,08/06/2024,7
0.0681,9.854,14/09/2021,0
0.0681,9.854,12/09/2021,0
5.2381,17.704,08/06/2016,6
0.0681,9.854,16/09/2021,0
0.0681,4.554,14/10/2022,0
5.2381,17.344,10/06/2026,6
0.0681,10.27202,30/09/2021,0
0.0681,11.47202,28/09/2021,1
5.2381,18.22202,11/06/2018,6
0.06815,10.07747,14/09/2021,0
0.06815,6.77747,12/09/2017,1
5.23815,2.59747,08/06/2024,6
0.06815,10.07747,14/09/2021,0
0.1,6.97747,12/09/2018,1
5.23815,17.35747,08/06/2023,6
0.06815,10.07747,16/09/2021,0
0.1,10.07747,14/09/2022,0
5.23815,2.83747,10/06/2022,6
0.068299,9.89683,30/09/2021,0
0.068299,15.19683,28/09/2021,1
5.238299,2.18683,11/06/2018,6
0.068299,9.89683,14/09/2021,0
0.068299,9.89683,12/08/2021,1
5.238299,2.31683,08/06/2019,6
0.0683,10.04028,14/09/2021,0
0.0683,10.04028,12/08/2021,0
5.2383,2.53028,08/06/2019,6
0.0683,10.04028,16/09/2021,0
1.7683,10.04028,14/09/2025,0
5.2383,17.83028,10/06/2019,6
0.0684,10.06065,30/09/2021,0
0.2684,8.96065,28/09/2019,0
5.2384,17.55065,11/06/2025,6
0.0684,10.17031,14/09/2021,0
0.1,10.17031,12/09/2018,1
5.2384,18.12031,08/06/2026,6
0.0684,9.8891041,14/09/2021,0
0.0684,9.8891041,12/08/2021,0
5.2384,17.1891041,08/06/2024,6
0.0684,10.05955,16/09/2021,0
0.0684,13.45955,14/09/2019,0
5.2384,17.91955,10/06/2019,6
0.068449,10.035,30/09/2021,0
0.1,10.035,28/08/2021,0
5.238449,17.285,11/06/2022,6
0.068449,10.035,14/09/2021,0
0.1,10.035,12/10/2021,0
5.238449,2.925,08/06/2018,6
0.068449,10.035,14/09/2021,0
0.1,10.035,12/09/2020,0
5.238449,2.145,08/06/2019,6
0.068449,10.035,16/09/2021,0
0.1,10.035,14/09/2020,0
5.238449,17.715,10/06/2025,6
0.068452,10.035,30/09/2021,0
0.1,4.935,28/09/2021,1
5.238452,2.905,11/06/2016,6
0.068452,10.035,14/09/2021,0
0.068452,10.035,12/10/2021,1
5.238452,17.875,08/06/2024,6
0.068452,10.035,14/09/2021,0
1.668452,6.435,12/08/2025,1
5.238452,2.445,08/06/2020,6
0.068452,10.035,16/09/2021,0
0.068452,7.035,14/08/2017,0
5.238452,17.915,10/06/2016,6
0.068489,10,30/09/2021,0
0.068489,11.1,28/09/2024,0
5.238489,2.56,11/06/2022,6
0.068491,10,14/09/2021,0
0.1,9.4,12/09/2021,0
5.238491,17.94,08/06/2019,6
0.068499,10.15972,14/09/2021,0
0.668499,11.95972,12/10/2021,0
5.238499,2.73972,08/06/2017,6
0.068499,10.15972,16/09/2021,0
1.768499,10.15972,14/09/2020,1
5.238499,17.15972,10/06/2023,6
0.068499,10.15782,30/09/2021,0
0.768499,10.15782,28/10/2018,0
5.238499,18.00782,11/06/2021,6
